gender,age,under_30,senior_citizen,number_of_dependents,married,city,zip_code,total_population,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,customer_status,churn_reason,churn_value
Male,48,No,No,0,Yes,Solvang,93463,7958,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,54.2,27.24,1152.7,0.0,0,599.28,1751.98,22,Yes,Yes,No,21,Yes,Offer D,Yes,1,Churned,Attitude of service provider,1
Female,56,No,No,0,No,Calistoga,94515,7384,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,114.9,48.37,8496.7,0.0,0,3482.64,11979.34,72,Yes,Yes,Yes,5,Yes,Offer A,No,0,Stayed,Don't know,0
Female,51,No,No,0,No,La Mirada,90638,47568,Yes,No,No,No,No,No,No,No,No,,Two Year,Yes,Bank transfer (automatic),19.55,10.64,470.2,0.0,0,255.36,725.56,24,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Female,34,No,No,0,Yes,Boron,93516,2241,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,86.85,7.84,1564.4,0.0,0,148.96,1713.36,19,Yes,Yes,Yes,16,Yes,No,Yes,8,Stayed,Don't know,0
Male,21,Yes,No,2,Yes,San Marcos,92078,6760,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Credit card (automatic),25.35,9.2,1847.55,0.0,0,653.2,2500.75,71,No,Yes,Yes,0,No,No,Yes,2,Stayed,Don't know,0
Male,78,No,Yes,0,Yes,Desert Center,92239,964,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),109.9,25.15,3694.7,0.0,0,829.95,4524.65,33,Yes,Yes,Yes,20,Yes,No,Yes,7,Stayed,Don't know,0
Female,60,No,No,0,No,Crows Landing,95313,1508,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,19.95,2.69,58.0,0.0,0,8.07,66.07,3,No,Yes,No,0,No,No,No,0,Joined,Don't know,0
Male,54,No,No,1,Yes,Tuolumne,95379,3979,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,87.2,1.09,4017.45,0.0,0,51.23,4068.68,47,Yes,Yes,Yes,13,Yes,No,Yes,7,Stayed,Don't know,0
Male,42,No,No,3,Yes,San Diego,92120,25569,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Mailed check,108.15,1.76,6825.65,0.0,0,109.12,6934.77,62,Yes,Yes,No,20,Yes,No,Yes,2,Stayed,Don't know,0
Male,22,Yes,No,0,No,Auburn,95603,24944,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),116.3,2.88,8309.55,0.0,0,204.48,8514.03,71,Yes,Yes,Yes,48,Yes,No,No,0,Stayed,Don't know,0
Male,71,No,Yes,0,Yes,Fresno,93725,21010,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,89.0,41.97,605.45,0.0,0,293.79,899.24,7,Yes,Yes,No,11,Yes,No,Yes,8,Stayed,Don't know,0
Female,56,No,No,2,Yes,Del Rey,93616,1965,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,74.4,46.66,1972.35,0.0,0,1259.82,3232.17,27,Yes,Yes,No,28,Yes,Offer C,Yes,6,Stayed,Don't know,0
Male,33,No,No,0,No,Redwood City,94065,10658,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,20.05,1.81,33.7,0.0,0,3.62,37.32,2,No,Yes,No,0,No,No,No,0,Joined,Don't know,0
Female,32,No,No,3,No,Landers,92285,2182,No,Yes,Yes,No,No,Yes,No,No,No,Cable,Two Year,No,Bank transfer (automatic),35.05,0.0,844.45,0.0,0,0.0,844.45,25,Yes,No,No,75,Yes,Offer C,No,0,Stayed,Don't know,0
Male,80,No,Yes,0,No,Hawthorne,90250,93315,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,DSL,One Year,Yes,Electronic check,74.75,38.61,2111.3,0.0,0,1158.3,3269.6,30,Yes,Yes,No,5,Yes,No,No,0,Stayed,Don't know,0
Female,73,No,Yes,0,Yes,Oceano,93445,7435,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),105.5,16.94,6205.5,0.0,0,982.52,7188.02,58,Yes,Yes,No,19,Yes,No,Yes,1,Churned,Attitude of support person,1
Male,26,Yes,No,0,Yes,Armona,93202,2872,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.25,2.02,855.3,0.0,100,20.2,975.5,10,Yes,Yes,Yes,82,No,Offer D,Yes,1,Churned,Competitor offered more data,1
Female,59,No,No,0,No,Clarksburg,95612,1417,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),75.2,9.27,633.85,0.0,0,83.43,717.28,9,Yes,Yes,Yes,28,Yes,No,No,0,Stayed,Don't know,0
Female,78,No,Yes,0,Yes,Irvine,92620,26419,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.35,28.71,474.9,0.0,0,172.26,647.16,6,Yes,Yes,Yes,17,Yes,No,Yes,1,Churned,Deceased,1
Female,47,No,No,1,Yes,Scotts Valley,95066,14574,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),84.45,38.92,5848.6,0.0,40,2685.48,8574.08,69,Yes,Yes,Yes,16,No,No,Yes,7,Stayed,Don't know,0
Female,68,No,Yes,0,No,Salida,95368,12466,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),102.4,10.45,6471.85,0.0,0,689.7,7161.55,66,Yes,Yes,Yes,20,Yes,No,No,0,Stayed,Don't know,0
Female,30,No,No,0,No,Mckinleyville,95519,15921,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),115.55,10.21,8127.6,0.0,0,714.7,8842.3,70,Yes,Yes,Yes,52,Yes,Offer A,No,0,Churned,Network reliability,1
Male,62,No,No,0,No,Atherton,94027,6876,Yes,No,No,No,No,No,No,No,No,,One Year,No,Bank transfer (automatic),25.3,5.57,676.35,0.0,0,139.25,815.6,25,No,Yes,Yes,0,No,Offer C,No,0,Churned,Long distance charges,1
Female,52,No,No,2,Yes,Huntington Beach,92649,32304,Yes,No,No,No,No,No,No,No,No,,Two Year,Yes,Mailed check,19.25,24.33,864.2,0.0,0,1119.18,1983.38,46,No,Yes,No,0,No,Offer B,Yes,1,Stayed,Don't know,0
Female,63,No,No,0,Yes,Calimesa,92320,7334,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,114.65,11.4,6049.5,0.0,0,615.6,6665.1,54,Yes,Yes,Yes,26,Yes,Offer B,Yes,7,Stayed,Don't know,0
Female,54,No,No,0,No,Daly City,94014,47453,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,105.1,22.39,1582.75,0.0,0,335.85,1918.6,15,Yes,Yes,No,7,Yes,No,No,0,Churned,Competitor made better offer,1
Female,48,No,No,1,Yes,Middletown,95461,7789,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Bank transfer (automatic),19.4,8.25,198.1,0.0,0,99.0,297.1,12,No,Yes,No,0,No,Offer D,No,0,Stayed,Don't know,0
Female,51,No,No,0,No,Berkeley,94705,12448,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,50.35,0.0,1098.85,0.0,0,0.0,1098.85,22,Yes,No,No,22,Yes,No,No,0,Stayed,Don't know,0
Female,22,Yes,No,0,Yes,Lost Hills,93249,2502,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),57.8,0.0,4039.3,1.01,0,0.0,4038.29,70,Yes,No,No,85,Yes,No,Yes,9,Stayed,Don't know,0
Male,52,No,No,0,No,Garden Grove,92844,23481,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),84.3,24.73,2438.6,0.0,130,741.9,3310.5,30,Yes,Yes,No,20,No,Offer C,No,0,Stayed,Don't know,0
Male,22,Yes,No,1,Yes,Indio,92203,2743,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),100.55,28.34,7113.75,16.99,0,2012.14,9108.9,71,Yes,Yes,Yes,59,Yes,Offer A,Yes,1,Stayed,Don't know,0
Male,33,No,No,0,Yes,Oxnard,93033,77791,Yes,No,No,No,No,No,No,No,No,,One Year,No,Credit card (automatic),19.8,9.81,576.65,0.0,0,294.3,870.95,30,No,Yes,No,0,No,No,Yes,2,Stayed,Don't know,0
Male,26,Yes,No,0,Yes,San Diego,92122,34902,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),84.8,28.77,371.9,0.0,0,115.08,486.98,4,Yes,Yes,Yes,19,Yes,Offer E,Yes,5,Churned,Competitor made better offer,1
Male,58,No,No,0,No,Escondido,92027,48690,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.85,14.14,167.3,0.0,0,28.28,195.58,2,Yes,Yes,No,28,Yes,Offer E,No,0,Churned,Competitor made better offer,1
Male,22,Yes,No,1,No,Moreno Valley,92553,61205,Yes,No,No,No,No,No,No,No,No,,One Year,Yes,Bank transfer (automatic),19.95,7.86,219.5,0.0,0,78.6,298.1,10,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Male,66,No,Yes,0,No,Chino,91710,75319,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,One Year,No,Electronic check,75.35,36.4,273.4,0.0,0,145.6,419.0,4,Yes,Yes,No,29,Yes,Offer E,No,0,Stayed,Don't know,0
Male,69,No,Yes,0,No,Sacramento,95820,37031,No,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),48.8,0.0,2555.05,0.0,0,0.0,2555.05,52,Yes,No,No,19,Yes,Offer B,No,0,Stayed,Don't know,0
Male,25,Yes,No,0,No,San Diego,92117,51213,Yes,Yes,No,No,No,No,No,No,Yes,Cable,Month-to-Month,No,Electronic check,47.15,22.01,223.15,0.0,0,110.05,333.2,5,Yes,Yes,Yes,85,Yes,No,No,0,Churned,Competitor made better offer,1
Male,30,No,No,3,Yes,Turlock,95380,40545,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,20.15,2.87,165.5,0.0,0,22.96,188.46,8,No,Yes,No,0,No,Offer E,Yes,1,Stayed,Don't know,0
Female,73,No,Yes,0,No,Calexico,92231,27804,Yes,Yes,No,No,No,No,No,No,No,Cable,One Year,Yes,Electronic check,44.3,23.91,89.3,0.0,0,47.82,137.12,2,Yes,Yes,No,22,Yes,Offer E,No,0,Joined,Don't know,0
Male,46,No,No,0,No,Groveland,95321,3680,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,84.3,13.72,235.05,0.0,0,41.16,276.21,3,Yes,Yes,No,26,Yes,Offer E,No,0,Joined,Don't know,0
Male,40,No,No,0,No,Los Gatos,95033,10172,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,59.55,11.85,1144.6,0.0,0,225.15,1369.75,19,Yes,Yes,Yes,18,Yes,Offer D,No,0,Stayed,Don't know,0
Male,53,No,No,0,No,Clovis,93611,46858,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),69.65,3.66,4908.25,0.0,0,263.52,5171.77,72,Yes,Yes,Yes,13,Yes,Offer A,No,0,Stayed,Don't know,0
Male,76,No,Yes,0,Yes,Hyampom,96046,268,No,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,No,Bank transfer (automatic),36.1,0.0,2298.9,0.0,0,0.0,2298.9,63,Yes,No,No,7,Yes,Offer B,Yes,2,Stayed,Don't know,0
Male,38,No,No,0,Yes,Woodland Hills,91364,25988,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Bank transfer (automatic),56.6,0.0,3789.2,0.0,0,0.0,3789.2,66,Yes,No,No,29,Yes,No,Yes,1,Stayed,Don't know,0
Male,23,Yes,No,0,No,Temecula,92592,46171,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.9,44.56,75.9,0.0,0,44.56,120.46,1,Yes,Yes,No,27,Yes,No,No,0,Churned,Competitor made better offer,1
Female,24,Yes,No,0,No,Livingston,95334,12672,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),79.2,15.29,4765.0,0.0,0,917.4,5682.4,60,Yes,Yes,Yes,48,Yes,No,No,0,Stayed,Don't know,0
Female,43,No,No,3,Yes,Tulare,93274,56101,No,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),45.0,0.0,2196.3,0.0,0,0.0,2196.3,48,Yes,No,No,22,Yes,No,Yes,3,Stayed,Don't know,0
Female,45,No,No,0,No,Buellton,93427,4644,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.55,33.34,85.55,0.0,0,33.34,118.89,1,Yes,Yes,No,4,Yes,Offer E,No,0,Churned,Moved,1
Male,49,No,No,0,No,Palmdale,93552,25370,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.35,48.93,1444.65,0.0,0,733.95,2178.6,15,Yes,Yes,Yes,15,Yes,No,No,0,Churned,Competitor had better devices,1
Female,62,No,No,0,Yes,Midway City,92655,8660,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),109.65,34.57,5405.8,0.0,0,1728.5,7134.3,50,Yes,Yes,Yes,13,Yes,Offer B,Yes,4,Stayed,Don't know,0
Male,25,Yes,No,1,Yes,Folsom,95630,51855,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),89.7,33.75,6339.3,0.0,0,2430.0,8769.3,72,Yes,Yes,Yes,30,Yes,Offer A,Yes,10,Stayed,Don't know,0
Female,37,No,No,0,No,Oakland,94619,24518,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,84.25,43.27,3847.6,0.0,100,1990.42,5938.02,46,Yes,Yes,Yes,21,No,No,No,0,Stayed,Don't know,0
Female,35,No,No,1,Yes,San Anselmo,94960,16849,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),92.65,30.0,6733.0,0.0,0,2160.0,8893.0,72,Yes,Yes,Yes,19,Yes,No,Yes,4,Stayed,Don't know,0
Male,37,No,No,3,Yes,Duarte,91010,27414,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,19.7,34.28,19.7,0.0,0,34.28,53.98,1,No,Yes,No,0,No,No,Yes,2,Joined,Don't know,0
Female,19,Yes,No,0,No,Lake Elsinore,92530,38519,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,50.1,29.13,50.1,0.0,0,29.13,79.23,1,Yes,Yes,Yes,51,Yes,No,No,0,Joined,Don't know,0
Female,69,No,Yes,0,No,San Clemente,92672,34946,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),92.45,2.57,6140.85,0.0,0,172.19,6313.04,67,Yes,Yes,No,21,Yes,Offer A,No,0,Stayed,Don't know,0
Female,44,No,No,1,Yes,Los Angeles,90004,67852,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Two Year,No,Electronic check,79.65,8.94,3870.3,0.0,0,429.12,4299.42,48,Yes,Yes,Yes,27,Yes,No,Yes,5,Stayed,Don't know,0
Female,19,Yes,No,0,No,Downey,90241,40152,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,109.9,41.91,7624.2,0.0,0,3017.52,10641.72,72,Yes,Yes,No,73,Yes,No,No,0,Stayed,Don't know,0
Male,64,No,No,0,Yes,Bodega Bay,94923,1785,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable,One Year,Yes,Credit card (automatic),81.4,41.34,4354.45,0.0,0,2149.68,6504.13,52,Yes,Yes,Yes,24,Yes,Offer B,Yes,6,Stayed,Don't know,0
Female,44,No,No,3,Yes,Challenge,95925,262,Yes,Yes,No,Yes,No,No,No,No,No,Cable,One Year,No,Credit card (automatic),50.55,46.9,3431.75,0.0,0,3142.3,6574.05,67,Yes,Yes,No,28,Yes,Offer A,Yes,1,Stayed,Don't know,0
Female,58,No,No,0,Yes,Ludlow,92338,23,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,81.05,16.85,2227.1,0.0,0,471.8,2698.9,28,Yes,Yes,No,13,Yes,Offer C,Yes,1,Churned,Competitor had better devices,1
Female,29,Yes,No,1,Yes,Santa Clara,95051,52986,Yes,Yes,No,Yes,Yes,No,No,No,Yes,DSL,Month-to-Month,No,Bank transfer (automatic),62.45,33.28,2045.55,0.0,0,1064.96,3110.51,32,Yes,Yes,Yes,51,Yes,Offer C,Yes,9,Stayed,Don't know,0
Female,80,No,Yes,0,Yes,Perris,92571,26357,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),75.2,7.02,1929.35,0.0,0,189.54,2118.89,27,Yes,Yes,No,25,Yes,No,Yes,2,Churned,Attitude of support person,1
Male,22,Yes,No,0,No,Fortuna,95540,12241,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,90.4,31.48,268.45,0.0,0,94.44,362.89,3,Yes,Yes,No,73,Yes,No,No,0,Joined,Don't know,0
Male,22,Yes,No,0,No,San Diego,92122,34902,Yes,Yes,No,No,No,No,Yes,No,Yes,Cable,Month-to-Month,Yes,Electronic check,85.65,40.43,181.5,0.0,0,80.86,262.36,2,Yes,Yes,Yes,27,Yes,Offer E,No,0,Churned,Competitor made better offer,1
Female,50,No,No,2,No,San Dimas,91773,33878,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Mailed check,72.9,35.49,651.4,0.0,0,319.41,970.81,9,Yes,Yes,No,11,Yes,No,No,0,Churned,Competitor made better offer,1
Male,53,No,No,2,Yes,Rescue,95672,3815,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Cable,Two Year,Yes,Credit card (automatic),70.5,44.49,3486.65,0.0,0,2224.5,5711.15,50,Yes,Yes,Yes,28,Yes,Offer B,Yes,10,Stayed,Don't know,0
Female,45,No,No,2,Yes,Clio,96106,88,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Bank transfer (automatic),20.1,31.03,1389.6,0.0,0,2203.13,3592.73,71,No,Yes,No,0,No,No,Yes,1,Stayed,Don't know,0
Male,76,No,Yes,0,Yes,San Diego,92122,34902,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.9,47.34,2303.35,0.0,0,1514.88,3818.23,32,Yes,Yes,Yes,10,Yes,Offer C,Yes,2,Churned,Attitude of support person,1
Female,57,No,No,3,Yes,Lotus,95651,485,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),100.7,27.27,1522.7,0.0,0,436.32,1959.02,16,Yes,Yes,No,76,Yes,Offer D,Yes,10,Stayed,Don't know,0
Female,45,No,No,3,Yes,San Marcos,92078,6760,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),105.65,17.79,6717.9,0.0,0,1191.93,7909.83,67,Yes,Yes,Yes,22,Yes,Offer A,Yes,8,Stayed,Don't know,0
Male,43,No,No,1,Yes,Lompoc,93436,51737,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),114.3,15.94,8058.55,0.0,0,1147.68,9206.23,72,Yes,Yes,Yes,13,Yes,No,Yes,1,Stayed,Don't know,0
Female,41,No,No,0,No,Pilot Hill,95664,1173,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Electronic check,19.75,24.63,58.85,0.0,0,73.89,132.74,3,No,Yes,No,0,No,Offer E,No,0,Churned,Attitude of support person,1
Male,22,Yes,No,3,Yes,San Francisco,94133,26831,Yes,No,No,No,No,No,No,No,No,,One Year,No,Mailed check,24.35,48.02,538.5,0.0,0,1104.46,1642.96,23,No,Yes,Yes,0,No,No,Yes,1,Stayed,Don't know,0
Male,62,No,No,2,Yes,Mission Hills,91345,17112,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),69.85,28.37,5102.35,25.24,0,2042.64,7119.75,72,Yes,Yes,Yes,18,Yes,No,Yes,1,Stayed,Don't know,0
Male,21,Yes,No,2,Yes,Los Angeles,90040,9805,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Mailed check,58.85,0.0,465.7,0.0,0,0.0,465.7,7,Yes,No,No,47,Yes,Offer E,Yes,9,Stayed,Don't know,0
Male,49,No,No,3,Yes,Harbor City,90710,24660,Yes,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,54.4,1.56,475.1,0.0,0,12.48,487.58,8,Yes,Yes,No,57,Yes,Offer E,Yes,10,Stayed,Don't know,0
Male,33,No,No,4,Yes,San Francisco,94108,13723,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),50.55,0.0,3364.55,0.0,110,0.0,3474.55,66,Yes,No,No,23,No,Offer A,Yes,9,Stayed,Don't know,0
Male,30,No,No,0,No,Inglewood,90301,37527,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,21.05,34.26,113.85,0.0,0,171.3,285.15,5,No,Yes,No,0,No,Offer E,No,0,Churned,Attitude of support person,1
Male,38,No,No,1,No,Los Angeles,90015,15140,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),103.7,44.33,5036.3,0.0,0,2172.17,7208.47,49,Yes,Yes,Yes,11,Yes,No,No,0,Churned,Competitor had better devices,1
Male,56,No,No,0,Yes,Pescadero,94060,2055,Yes,No,No,No,No,No,No,No,No,,Two Year,Yes,Bank transfer (automatic),19.95,38.36,1234.8,0.0,0,2416.68,3651.48,63,No,Yes,No,0,No,Offer B,Yes,2,Stayed,Don't know,0
Female,70,No,Yes,1,Yes,Aromas,95004,3373,No,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,29.3,0.0,355.9,0.0,0,0.0,355.9,12,Yes,No,No,14,Yes,Offer D,Yes,1,Stayed,Don't know,0
Male,54,No,No,6,Yes,Badger,93603,273,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),54.75,36.19,1510.3,0.0,0,977.13,2487.43,27,Yes,Yes,No,53,Yes,No,Yes,5,Stayed,Don't know,0
Female,57,No,No,0,No,Parlier,93648,12587,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Month-to-Month,No,Electronic check,60.55,44.81,1982.6,0.0,0,1568.35,3550.95,35,Yes,Yes,No,20,Yes,No,No,0,Stayed,Don't know,0
Female,40,No,No,2,Yes,Death Valley,92328,443,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,86.2,4.33,4524.05,0.0,0,233.82,4757.87,54,Yes,Yes,Yes,12,Yes,Offer B,Yes,7,Stayed,Don't know,0
Male,56,No,No,0,No,La Puente,91744,84965,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.45,5.59,95.45,0.0,0,5.59,101.04,1,Yes,Yes,Yes,2,Yes,No,No,0,Churned,Competitor had better devices,1
Male,38,No,No,0,No,Riverdale,93656,5729,Yes,Yes,No,No,Yes,Yes,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),63.95,13.96,318.1,0.0,0,69.8,387.9,5,Yes,Yes,No,5,Yes,Offer E,No,0,Stayed,Don't know,0
Male,61,No,No,0,No,San Francisco,94104,384,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),65.35,41.79,1231.85,0.0,60,794.01,2085.86,19,Yes,Yes,No,6,No,No,No,0,Stayed,Don't know,0
Male,35,No,No,2,Yes,Berry Creek,95916,1279,No,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Mailed check,50.2,0.0,2554.0,27.01,0,0.0,2526.99,52,Yes,No,No,17,Yes,No,Yes,1,Stayed,Don't know,0
Female,61,No,No,3,Yes,Fulton,95439,476,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),63.8,0.0,4684.3,0.0,0,0.0,4684.3,72,Yes,No,No,22,Yes,No,Yes,8,Stayed,Don't know,0
Male,50,No,No,0,No,Capitola,95010,9673,Yes,No,No,No,No,No,No,No,No,,Two Year,Yes,Bank transfer (automatic),20.05,14.91,614.45,9.73,0,477.12,1081.84,32,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Female,47,No,No,0,Yes,San Diego,92109,46086,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,101.15,16.88,842.9,0.0,0,135.04,977.94,8,Yes,Yes,No,6,Yes,No,Yes,1,Churned,Competitor made better offer,1
Male,35,No,No,0,No,Claremont,91711,34716,Yes,Yes,No,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Mailed check,65.0,37.55,2531.8,0.0,140,1539.55,4211.35,41,Yes,Yes,Yes,30,No,Offer B,No,0,Stayed,Don't know,0
Male,32,No,No,0,No,Glendale,91207,9864,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,Yes,Mailed check,19.25,21.01,86.05,0.0,0,105.05,191.1,5,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Female,54,No,No,1,No,Gardena,90248,9960,No,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,Yes,Mailed check,36.05,0.0,402.6,0.0,100,0.0,502.6,11,Yes,No,No,17,No,No,No,0,Stayed,Don't know,0
